"problem","file","exit_code","classification","status","rows","cols","iterations","time_ms","objective","reference","objective_diff","objective_tol","objective_match","error"
"GROW22","E:\LinearProgramingSolver\netlib\grow22.mps","0","ok","optimal","1760","2706","1350","20073","-160834336.482563","-160834336.48","0.002562969923019409","160.83433648","true",""
"GROW7","E:\LinearProgramingSolver\netlib\grow7.mps","0","ok","optimal","560","861","297","605","-47787811.81471146","-47787811.815","0.0002885386347770691","47.787811815","true",""
"ISRAEL","E:\LinearProgramingSolver\netlib\israel.mps","0","ok","optimal","174","316","347","276","-896644.8218630461","-896644.82186","3.046123310923576e-06","0.8966448218599999","true",""
"KB2","E:\LinearProgramingSolver\netlib\kb2.mps","0","ok","optimal","68","109","180","34","-1749.900129906202","-1749.9001299","6.202526492415927e-09","0.0017499001299","true",""
"RECIPE","E:\LinearProgramingSolver\netlib\recipe.mps","0","ok","optimal","253","433","54","32","-266.6159999999996","-266.616","3.410605131648481e-13","0.000266616","true",""
"SC105","E:\LinearProgramingSolver\netlib\sc105.mps","0","ok","optimal","150","253","123","43","-52.20206121170722","-52.202061212","2.927720288425917e-10","5.220206121199999e-05","true",""
"SC205","E:\LinearProgramingSolver\netlib\sc205.mps","0","ok","optimal","296","499","295","299","-52.2020612116992","-52.202061212","3.008011617566808e-10","5.220206121199999e-05","true",""
"SC50A","E:\LinearProgramingSolver\netlib\sc50a.mps","0","ok","optimal","70","118","56","7","-64.57507705856449","-64.57507705899999","4.355058536020806e-10","6.457507705899999e-05","true",""
"SC50B","E:\LinearProgramingSolver\netlib\sc50b.mps","0","ok","optimal","70","118","60","6","-70.00000000000001","-70","1.4210854715202e-14","6.999999999999999e-05","true",""
"SCAGR7","E:\LinearProgramingSolver\netlib\scagr7.mps","0","ok","optimal","213","353","245","191","-2331389.824330984","-2331389.2548","0.5695309834554791","2.3313892548","true",""
"SCFXM1","E:\LinearProgramingSolver\netlib\scfxm1.mps","10","objective_mismatch","infeasible","517","974","244","988","0","18416.759028","18416.759028","0.018416759028","false",""
"SCORPION","E:\LinearProgramingSolver\netlib\scorpion.mps","0","ok","optimal","668","1026","382","1366","1878.124822738107","1878.1248227","3.810737325693481e-08","0.0018781248227","true",""
"SCSD1","E:\LinearProgramingSolver\netlib\scsd1.mps","0","ok","optimal","154","914","132","355","8.666666674333364","8.6666666743","3.33635341576155e-11","8.6666666743e-06","true",""
"SCSD6","E:\LinearProgramingSolver\netlib\scsd6.mps","0","ok","optimal","294","1644","356","2782","50.50000007826237","50.500000078","2.62367905179417e-10","5.0500000078e-05","true",""
"SCSD8","E:\LinearProgramingSolver\netlib\scsd8.mps","0","ok","optimal","794","3544","1564","51060","904.9999999254644","904.9999999299999","4.535536390903872e-09","0.0009049999999299999","true",""
"SEBA","E:\LinearProgramingSolver\netlib\seba.mps","0","ok","optimal","1536","2564","439","7723","15711.6","15711.6","1.818989403545856e-12","0.0157116","true",""
"SHARE1B","E:\LinearProgramingSolver\netlib\share1b.mps","0","ok","optimal","206","431","373","352","-76589.31857922727","-76589.318579","2.272718120366335e-07","0.07658931857899999","true",""
"SHARE2B","E:\LinearProgramingSolver\netlib\share2b.mps","0","ok","optimal","109","188","174","51","-415.732240741422","-415.73224074","1.421994966221973e-09","0.00041573224074","true",""
"SHELL","E:\LinearProgramingSolver\netlib\shell.mps","0","ok","optimal","1437","3212","664","17508","1208825346","1208825346","0","1208.825346","true",""
"STAIR","E:\LinearProgramingSolver\netlib\stair.mps","10","objective_mismatch","infeasible","653","1126","385","1345","0","-251.26695119","251.26695119","0.00025126695119","false",""
"STANDATA","E:\LinearProgramingSolver\netlib\standata.mps","0","ok","optimal","639","1714","78","891","1257.6995","1257.6995","2.273736754432321e-13","0.0012576995","true",""
"STANDMPS","E:\LinearProgramingSolver\netlib\standmps.mps","0","ok","optimal","855","1930","363","4253","1406.017499999999","1406.0175","4.547473508864641e-13","0.0014060175","true",""
"STOCFOR1","E:\LinearProgramingSolver\netlib\stocfor1.mps","0","ok","optimal","180","291","175","65","-41131.97621943642","-41131.976219","4.364192136563361e-07","0.04113197621899999","true",""
"TUFF","E:\LinearProgramingSolver\netlib\tuff.mps","0","ok","optimal","654","1243","1202","6571","0.2921477650936127","0.29214776509","3.612721233281491e-12","1e-06","true",""
"VTP.BASE","E:\LinearProgramingSolver\netlib\vtp.base.mps","0","ok","optimal","336","540","178","105","129831.4624613612","129831.46246","1.36122980620712e-06","0.12983146246","true",""
